('47.105.90.190', '80')
('47.105.90.190', '80')
('47.105.90.190', '80')
('47.105.90.190', '80')
('47.105.90.190', '80')
('47.105.90.190', '80')
('47.105.90.190', '80')
('47.105.90.190', '80')
('47.105.90.190', '80')
('47.105.90.190', '80')
('47.105.90.190', '80')
('47.105.90.190', '80')
('47.105.90.190', '80')
('47.105.90.190', '80')
('47.105.90.190', '80')
('47.105.90.190', '80')
('47.105.90.190', '80')
('47.105.90.190', '80')
('47.105.90.190', '80')
('47.105.90.190', '80')
('47.105.90.190', '80')
('47.105.90.190', '80')
('47.105.90.190', '80')
('47.105.90.190', '80')
('47.105.90.190', '80')
('47.105.90.190', '80')
('47.105.90.190', '80')
('47.105.90.190', '80')
('47.105.90.190', '80')
('47.105.91.38', '80')
('47.105.91.38', '80')
('47.105.91.38', '80')
('47.105.91.38', '80')
('47.105.91.38', '80')
('47.105.91.38', '80')
('47.105.91.38', '80')
('47.105.91.38', '80')
('47.105.91.38', '80')
('47.105.91.38', '80')
('47.105.91.38', '80')
('47.105.91.38', '80')
('47.105.91.38', '80')
('47.105.91.38', '80')
('47.105.91.38', '80')
('47.105.91.38', '80')
('47.105.91.38', '80')
('47.105.91.38', '80')
('47.105.91.38', '80')
('47.105.91.38', '80')
('47.105.91.38', '80')
('47.105.91.38', '80')
('47.105.91.38', '80')
('47.105.91.38', '80')
('47.105.91.38', '80')
('47.105.91.38', '80')
('47.105.91.38', '80')
('47.105.91.38', '80')
('47.105.91.38', '80')
('47.105.91.38', '80')
('47.105.91.38', '80')
('47.105.91.38', '80')
('47.105.91.38', '80')
('47.105.91.38', '80')
('47.105.91.38', '80')
('124.65.116.170', '8080')
('124.65.116.170', '8080')
('124.65.116.170', '8080')
('124.65.116.170', '8080')
('124.65.116.170', '8080')
('124.65.116.170', '8080')
('124.65.116.170', '8080')
('124.65.116.170', '8080')
('124.65.116.170', '8080')
('124.65.116.170', '8080')
('124.65.116.170', '8080')
('47.105.116.148', '80')
('47.105.130.167', '80')
('47.105.130.167', '80')
('47.105.130.167', '80')
('47.105.130.167', '80')
('47.105.130.167', '80')
('47.105.130.167', '80')
('47.105.130.167', '80')
('47.105.130.167', '80')
('47.105.130.167', '80')
('47.105.130.167', '80')
('47.105.130.167', '80')
('47.105.130.167', '80')
('47.105.130.167', '80')
('47.105.130.167', '80')
('47.105.130.167', '80')
('47.105.130.167', '80')
('47.105.130.167', '80')
('47.105.130.167', '80')
('47.105.130.167', '80')
('47.105.130.167', '80')
('47.105.130.167', '80')
('47.105.130.167', '80')
('47.105.130.167', '80')
('47.105.130.167', '80')
('47.105.130.167', '80')
('47.105.130.167', '80')
('47.105.130.167', '80')
('47.105.130.167', '80')
('47.105.130.167', '80')
('47.105.130.167', '80')
('47.105.130.167', '80')
('47.105.130.167', '80')
('47.105.130.167', '80')
('47.105.130.167', '80')
('47.105.137.4', '80')
('47.105.137.4', '80')
('47.105.137.4', '80')
('47.105.137.4', '80')
('47.105.137.4', '80')
('47.105.137.4', '80')
('47.105.137.4', '80')
('47.105.137.4', '80')
('47.105.137.4', '80')
('47.105.137.4', '80')
('47.105.137.4', '80')
('47.105.137.4', '80')
('47.105.137.4', '80')
('47.105.137.4', '80')
('47.105.137.4', '80')
('47.105.137.4', '80')
('47.105.137.4', '80')
('47.105.137.4', '80')
('47.105.137.4', '80')
('47.105.137.4', '80')
('47.105.137.4', '80')
('47.105.137.4', '80')
('47.105.137.4', '80')
('47.105.137.4', '80')
('47.105.137.4', '80')
('47.105.137.4', '80')
('47.105.137.4', '80')
('47.105.137.4', '80')
('47.105.137.4', '80')
('47.105.137.4', '80')
('47.105.137.4', '80')
('47.105.137.4', '80')
('47.105.137.4', '80')
('47.105.81.96', '80')
('47.105.81.96', '80')
('47.105.81.96', '80')
('47.105.81.96', '80')
('47.105.81.96', '80')
('47.105.81.96', '80')
('47.105.81.96', '80')
('47.105.81.96', '80')
('47.105.81.96', '80')
('47.105.81.96', '80')
('47.105.81.96', '80')
('47.105.81.96', '80')
('47.105.81.96', '80')
('47.105.81.96', '80')
('47.105.81.96', '80')
('47.105.81.96', '80')
('47.105.81.96', '80')
('47.105.81.96', '80')
('47.105.81.96', '80')
('47.105.81.96', '80')
('47.105.81.96', '80')
('47.105.81.96', '80')
('47.105.81.96', '80')
('47.105.81.96', '80')
('47.105.81.96', '80')
('47.105.81.96', '80')
('47.105.81.96', '80')
('47.105.81.96', '80')
('47.105.81.96', '80')
('47.105.81.96', '80')
('47.105.81.96', '80')
('47.105.81.96', '80')
('47.105.81.96', '80')
('47.105.83.48', '80')
('47.105.83.48', '80')
('47.105.83.48', '80')
('47.105.83.48', '80')
('47.105.83.48', '80')
('47.105.83.48', '80')
('47.105.83.48', '80')
('47.105.83.48', '80')
('47.105.83.48', '80')
('47.105.83.48', '80')
('47.105.83.48', '80')
('47.105.83.48', '80')
('47.105.83.48', '80')
('47.105.83.48', '80')
('47.105.83.48', '80')
('47.105.83.48', '80')
('47.105.83.48', '80')
('47.105.83.48', '80')
('47.105.83.48', '80')
('47.105.83.48', '80')
('47.105.83.48', '80')
('47.105.83.48', '80')
('47.105.83.48', '80')
('47.105.83.48', '80')
('47.105.83.48', '80')
('47.105.83.48', '80')
('47.105.83.48', '80')
('47.105.83.48', '80')
('47.105.83.48', '80')
('47.105.83.48', '80')
('47.105.83.48', '80')
('47.105.83.48', '80')
('47.105.93.176', '80')
('47.105.93.176', '80')
('47.105.93.176', '80')
('47.105.93.176', '80')
('47.105.93.176', '80')
('47.105.93.176', '80')
('47.105.93.176', '80')
('47.105.93.176', '80')
('47.105.93.176', '80')
('47.105.93.176', '80')
('47.105.93.176', '80')
('47.105.93.176', '80')
('47.105.93.176', '80')
('47.105.93.176', '80')
('47.105.93.176', '80')
('47.105.93.176', '80')
('47.105.93.176', '80')
('47.105.93.176', '80')
('47.105.93.176', '80')
('47.105.93.176', '80')
('47.105.93.176', '80')
('47.105.93.176', '80')
('47.105.93.176', '80')
('47.105.93.176', '80')
('47.105.93.176', '80')
('47.105.93.176', '80')
('47.105.93.176', '80')
('47.105.93.176', '80')
('47.105.93.176', '80')
('47.105.93.176', '80')
('47.105.93.176', '80')
('47.105.93.176', '80')
('47.105.93.176', '80')
('47.105.138.113', '80')
('47.105.138.113', '80')
('47.105.138.113', '80')
('47.105.138.113', '80')
('47.105.138.113', '80')
('47.105.138.113', '80')
('47.105.138.113', '80')
('47.105.138.113', '80')
('47.105.138.113', '80')
('47.105.138.113', '80')
('47.105.138.113', '80')
('47.105.138.113', '80')
('47.105.138.113', '80')
('47.105.138.113', '80')
('47.105.138.113', '80')
('47.105.138.113', '80')
('47.105.138.113', '80')
('47.105.138.113', '80')
('47.105.138.113', '80')
('47.105.138.113', '80')
('47.105.138.113', '80')
('47.105.138.113', '80')
('47.105.138.113', '80')
('47.105.138.113', '80')
('47.105.138.113', '80')
('47.105.138.113', '80')
('47.105.138.113', '80')
('47.105.138.113', '80')
('47.105.138.113', '80')
('47.105.138.113', '80')
('47.105.138.113', '80')
('47.105.138.113', '80')
('47.105.138.113', '80')
('47.105.138.113', '80')
('39.135.11.91', '80')
('39.135.11.91', '80')
('39.135.11.91', '80')
('39.135.11.91', '80')
('39.135.11.91', '80')
('39.135.11.91', '80')
('39.135.11.91', '80')
('39.135.11.91', '80')
('39.135.11.91', '80')
('39.135.11.91', '80')
('39.135.11.91', '8080')
('39.135.11.91', '8080')
('39.135.11.91', '8080')
('39.135.11.91', '8080')
('39.135.11.91', '8080')
('39.135.11.91', '8080')
('39.135.11.91', '8080')
('39.135.11.91', '8080')
('39.135.11.91', '8080')
('39.135.11.91', '8080')
('39.135.11.91', '8080')
('39.135.11.91', '8080')
('39.135.11.91', '8080')
('39.135.11.91', '8080')
('91.234.97.134', '8080')
('91.234.97.134', '8080')
('91.234.97.134', '8080')
('91.234.97.134', '8080')
('91.234.97.134', '8080')
('91.234.97.134', '8080')
('91.234.97.134', '8080')
('91.234.97.134', '8080')
('91.234.97.134', '8080')
('142.93.199.142', '8080')
('142.93.199.142', '8080')
('142.93.199.142', '8080')
('142.93.199.142', '8080')
('142.93.199.142', '8080')
('140.143.105.243', '80')
('140.143.105.243', '80')
('140.143.105.243', '80')
('140.143.105.243', '80')
('140.143.105.243', '80')
('140.143.105.243', '80')
('140.143.105.243', '80')
('140.143.105.243', '80')
('140.143.105.243', '80')
('140.143.105.243', '80')
('140.143.105.243', '80')
('140.143.105.243', '80')
('140.143.105.243', '80')
('140.143.105.243', '80')
('140.143.105.243', '80')
('140.143.105.243', '80')
('140.143.105.243', '80')
('140.143.105.243', '80')
('140.143.105.243', '80')
('47.105.139.38', '80')
('47.105.139.38', '80')
('47.105.139.38', '80')
('47.105.139.38', '80')
('47.105.139.38', '80')
('47.105.139.38', '80')
('47.105.139.38', '80')
('47.105.139.38', '80')
('47.105.139.38', '80')
('47.105.139.38', '80')
('47.105.139.38', '80')
('47.105.139.38', '80')
('47.105.139.38', '80')
('47.105.139.38', '80')
('47.105.139.38', '80')
('47.105.139.38', '80')
('47.105.139.38', '80')
('47.105.139.38', '80')
('47.105.139.38', '80')
('47.105.139.38', '80')
('47.105.139.38', '80')
('47.105.139.38', '80')
('47.105.139.38', '80')
('47.105.139.38', '80')
('47.105.139.38', '80')
('47.105.139.38', '80')
('47.105.139.38', '80')
('47.105.139.38', '80')
('47.105.139.38', '80')
('47.105.139.38', '80')
('47.105.139.38', '80')
('47.105.139.38', '80')
('47.105.139.38', '80')
('47.105.139.38', '80')
('47.105.139.38', '80')
('47.105.139.38', '80')
('47.105.137.63', '80')
('47.105.137.63', '80')
('47.105.137.63', '80')
('47.105.137.63', '80')
('47.105.137.63', '80')
('47.105.137.63', '80')
('47.105.137.63', '80')
('47.105.137.63', '80')
('47.105.137.63', '80')
('47.105.137.63', '80')
('47.105.137.63', '80')
('47.105.137.63', '80')
('47.105.137.63', '80')
('47.105.137.63', '80')
('47.105.137.63', '80')
('47.105.137.63', '80')
('47.105.137.63', '80')
('47.105.137.63', '80')
('47.105.137.63', '80')
('47.105.137.63', '80')
('47.105.137.63', '80')
('47.105.137.63', '80')
('47.105.137.63', '80')
('47.105.137.63', '80')
('47.105.137.63', '80')
('47.105.137.63', '80')
('47.105.137.63', '80')
('47.105.137.63', '80')
('47.105.137.63', '80')
('47.105.137.63', '80')
('47.105.137.63', '80')
('47.105.137.63', '80')
('47.105.137.63', '80')
('47.104.253.241', '80')
('47.104.253.241', '80')
('47.104.253.241', '80')
('47.104.253.241', '80')
('47.104.253.241', '80')
('47.104.253.241', '80')
('47.104.253.241', '80')
('47.104.253.241', '80')
('47.104.253.241', '80')
('47.104.253.241', '80')
('47.104.253.241', '80')
('47.104.253.241', '80')
('47.104.253.241', '80')
('47.104.253.241', '80')
('47.104.253.241', '80')
('47.104.253.241', '80')
('47.104.253.241', '80')
('47.104.253.241', '80')
('47.104.253.241', '80')
('47.104.253.241', '80')
('47.104.253.241', '80')
('47.104.253.241', '80')
('47.104.253.241', '80')
('47.104.253.241', '80')
('47.104.253.241', '80')
('47.104.253.241', '80')
('47.104.253.241', '80')
('47.104.253.241', '80')
('47.104.253.241', '80')
('47.104.253.241', '80')
('47.104.253.241', '80')
('47.104.253.241', '80')
('47.104.253.241', '80')
('47.105.87.33', '80')
('47.105.90.160', '80')
('47.105.90.160', '80')
('47.105.90.160', '80')
('47.105.90.160', '80')
('47.105.90.160', '80')
('47.105.90.160', '80')
('47.105.90.160', '80')
('47.105.90.160', '80')
('47.105.90.160', '80')
('47.105.90.160', '80')
('47.105.90.160', '80')
('47.105.90.160', '80')
('47.105.90.160', '80')
('47.105.90.160', '80')
('47.105.90.160', '80')
('47.105.90.160', '80')
('47.105.90.160', '80')
('47.105.90.160', '80')
('47.105.90.160', '80')
('47.105.90.160', '80')
('47.105.90.160', '80')
('47.105.90.160', '80')
('47.105.90.160', '80')
('47.105.90.160', '80')
('47.105.90.160', '80')
('47.105.90.160', '80')
('47.105.90.160', '80')
('47.105.90.160', '80')
('47.105.90.160', '80')
('47.105.90.160', '80')
('47.105.90.160', '80')
('47.105.90.160', '80')
('47.105.90.160', '80')
('47.105.90.160', '80')
('47.105.90.160', '80')
('47.105.90.160', '80')
('47.104.248.89', '80')
('47.104.248.89', '80')
('47.104.248.89', '80')
('47.104.248.89', '80')
('47.104.248.89', '80')
('47.104.248.89', '80')
('47.104.248.89', '80')
('47.104.248.89', '80')
('47.104.248.89', '80')
('47.104.248.89', '80')
('47.104.248.89', '80')
('47.104.248.89', '80')
('47.104.248.89', '80')
('47.104.248.89', '80')
('47.104.248.89', '80')
('47.104.248.89', '80')
('47.104.248.89', '80')
('47.104.248.89', '80')
('47.104.248.89', '80')
('47.104.248.89', '80')
('47.104.248.89', '80')
('47.104.248.89', '80')
('47.104.248.89', '80')
('47.104.248.89', '80')
('47.104.248.89', '80')
('47.104.248.89', '80')
('47.104.248.89', '80')
('47.104.248.89', '80')
('47.104.248.89', '80')
('47.104.248.89', '80')
('47.104.248.89', '80')
('47.104.248.89', '80')
('47.104.248.89', '80')
('47.105.82.24', '80')
('47.105.82.24', '80')
('47.105.82.24', '80')
('47.105.82.24', '80')
('47.105.82.24', '80')
('47.105.82.24', '80')
('47.105.82.24', '80')
('47.105.82.24', '80')
('47.105.82.24', '80')
('47.105.82.24', '80')
('47.105.82.24', '80')
('47.105.82.24', '80')
('47.105.82.24', '80')
('47.105.82.24', '80')
('47.105.82.24', '80')
('47.105.82.24', '80')
('47.105.82.24', '80')
('47.105.82.24', '80')
('47.105.82.24', '80')
('47.105.82.24', '80')
('47.105.82.24', '80')
('47.105.82.24', '80')
('47.105.82.24', '80')
('47.105.82.24', '80')
('47.105.82.24', '80')
('47.105.82.24', '80')
('47.105.82.24', '80')
('47.105.82.24', '80')
('47.105.82.24', '80')
('47.105.82.24', '80')
('47.105.82.24', '80')
('47.105.82.24', '80')
('47.105.93.38', '80')
('89.18.151.98', '80')
('89.18.151.98', '80')
('89.18.151.98', '80')
('89.18.151.98', '80')
('89.18.151.98', '80')
('120.27.19.114', '80')
('47.105.133.123', '80')
('47.105.133.123', '80')
('47.105.133.123', '80')
('47.105.133.123', '80')
('47.105.133.123', '80')
('47.105.133.123', '80')
('47.105.133.123', '80')
('47.105.133.123', '80')
('47.105.133.123', '80')
('47.105.133.123', '80')
('47.105.133.123', '80')
('47.105.133.123', '80')
('47.105.133.123', '80')
('47.105.133.123', '80')
('47.105.133.123', '80')
('47.105.133.123', '80')
('47.105.133.123', '80')
('47.105.133.123', '80')
('47.105.133.123', '80')
('47.105.133.123', '80')
('47.105.133.123', '80')
('47.105.133.123', '80')
('47.105.133.123', '80')
('47.105.133.123', '80')
('47.105.133.123', '80')
('47.105.133.123', '80')
('47.105.133.123', '80')
('47.105.133.123', '80')
('47.105.133.123', '80')
('47.105.133.123', '80')
('47.105.133.123', '80')
('47.105.133.123', '80')
('47.105.133.123', '80')
('47.104.68.127', '80')
('47.104.68.127', '80')
('47.104.68.127', '80')
('47.104.68.127', '80')
('47.104.68.127', '80')
('47.104.68.127', '80')
('47.104.68.127', '80')
('47.104.68.127', '80')
('47.104.68.127', '80')
('47.104.68.127', '80')
('47.104.68.127', '80')
('47.104.68.127', '80')
('47.104.68.127', '80')
('47.104.68.127', '80')
('47.104.68.127', '80')
('47.104.68.127', '80')
('47.104.68.127', '80')
('47.104.68.127', '80')
('47.104.68.127', '80')
('47.104.68.127', '80')
('47.104.68.127', '80')
('47.104.68.127', '80')
('47.104.68.127', '80')
('47.104.68.127', '80')
('47.104.68.127', '80')
('47.104.68.127', '80')
('47.104.68.127', '80')
('47.104.68.127', '80')
('47.104.68.127', '80')
('47.104.68.127', '80')
('47.104.68.127', '80')
('47.104.68.127', '80')
('47.104.68.127', '80')
('47.104.68.127', '80')
('47.104.68.127', '80')
('47.104.68.127', '80')
('201.192.157.36', '80')
('201.192.157.36', '80')
('47.105.84.81', '80')
('47.105.84.81', '80')
('47.105.84.81', '80')
('47.105.84.81', '80')
('47.105.84.81', '80')
('47.105.84.81', '80')
('47.105.84.81', '80')
('47.105.84.81', '80')
('47.105.84.81', '80')
('47.105.84.81', '80')
('47.105.84.81', '80')
('47.105.84.81', '80')
('47.105.84.81', '80')
('47.105.84.81', '80')
('47.105.84.81', '80')
('47.105.84.81', '80')
('47.105.84.81', '80')
('47.105.84.81', '80')
('47.105.84.81', '80')
('47.105.84.81', '80')
('47.105.84.81', '80')
('47.105.84.81', '80')
('47.105.84.81', '80')
('47.105.84.81', '80')
('47.105.84.81', '80')
('47.105.84.81', '80')
('47.105.84.81', '80')
('47.105.84.81', '80')
('47.105.84.81', '80')
('47.105.84.81', '80')
('47.105.84.81', '80')
('47.105.84.81', '80')
('47.105.84.81', '80')
('47.105.130.21', '80')
('47.105.130.21', '80')
('47.105.130.21', '80')
('47.105.130.21', '80')
('47.105.130.21', '80')
('47.105.130.21', '80')
('47.105.130.21', '80')
('47.105.130.21', '80')
('47.105.130.21', '80')
('47.105.130.21', '80')
('47.105.130.21', '80')
('47.105.130.21', '80')
('47.105.130.21', '80')
('47.105.130.21', '80')
('47.105.130.21', '80')
('47.105.130.21', '80')
('47.105.130.21', '80')
('47.105.130.21', '80')
('47.105.130.21', '80')
('47.105.130.21', '80')
('47.105.130.21', '80')
('47.105.130.21', '80')
('47.105.130.21', '80')
('47.105.130.21', '80')
('47.105.130.21', '80')
('47.105.130.21', '80')
('47.105.130.21', '80')
('47.105.130.21', '80')
('47.105.130.21', '80')
('47.105.130.21', '80')
('47.105.130.21', '80')
('47.105.130.21', '80')
('47.105.130.21', '80')
('47.105.130.170', '80')
('47.105.130.170', '80')
('47.105.130.170', '80')
('47.105.130.170', '80')
('47.105.130.170', '80')
('47.105.130.170', '80')
('47.105.130.170', '80')
('47.105.130.170', '80')
('47.105.130.170', '80')
('47.105.130.170', '80')
('47.105.130.170', '80')
('47.105.130.170', '80')
('47.105.130.170', '80')
('47.105.130.170', '80')
('47.105.130.170', '80')
('47.105.130.170', '80')
('47.105.130.170', '80')
('47.105.130.170', '80')
('47.105.130.170', '80')
('47.105.130.170', '80')
('47.105.130.170', '80')
('47.105.130.170', '80')
('47.105.130.170', '80')
('47.105.130.170', '80')
('47.105.130.170', '80')
('47.105.130.170', '80')
('47.105.130.170', '80')
('47.105.130.170', '80')
('47.105.130.170', '80')
('47.105.130.170', '80')
('47.105.130.170', '80')
('47.105.130.170', '80')
('47.105.130.170', '80')
('47.105.130.170', '80')
('47.105.130.170', '80')
('47.104.107.242', '80')
('45.221.220.230', '80')
('45.221.220.230', '80')
('45.221.220.230', '80')
('45.221.220.230', '80')
('47.104.90.83', '80')
('47.104.90.83', '80')
('47.104.90.83', '80')
('47.104.90.83', '80')
('47.104.90.83', '80')
('47.104.90.83', '80')
('47.104.90.83', '80')
('47.104.90.83', '80')
('47.104.90.83', '80')
('47.104.90.83', '80')
('47.104.90.83', '80')
('47.104.90.83', '80')
('47.104.90.83', '80')
('47.104.90.83', '80')
('47.104.90.83', '80')
('47.104.90.83', '80')
('47.104.90.83', '80')
('47.104.90.83', '80')
('47.104.90.83', '80')
('47.104.90.83', '80')
('47.104.90.83', '80')
('47.104.90.83', '80')
('47.104.90.83', '80')
('47.104.90.83', '80')
('47.104.90.83', '80')
('47.104.90.83', '80')
('47.104.90.83', '80')
('47.104.90.83', '80')
('47.104.90.83', '80')
('47.104.90.83', '80')
('47.104.90.83', '80')
('47.104.90.83', '80')
('47.104.90.83', '80')
('47.104.90.83', '80')
('47.104.90.83', '80')
('47.105.138.163', '80')
('47.105.138.163', '80')
('47.105.138.163', '80')
('47.105.138.163', '80')
('47.105.138.163', '80')
('47.105.138.163', '80')
('47.105.138.163', '80')
('47.105.138.163', '80')
('47.105.138.163', '80')
('47.105.138.163', '80')
('47.105.138.163', '80')
('47.105.138.163', '80')
('47.105.138.163', '80')
('47.105.138.163', '80')
('47.105.138.163', '80')
('47.105.138.163', '80')
('47.105.138.163', '80')
('47.105.138.163', '80')
('47.105.138.163', '80')
('47.105.138.163', '80')
('47.105.138.163', '80')
('47.105.138.163', '80')
('47.105.138.163', '80')
('47.105.138.163', '80')
('47.105.138.163', '80')
('47.105.138.163', '80')
('47.105.138.163', '80')
('47.105.138.163', '80')
('47.105.138.163', '80')
('47.105.138.163', '80')
('47.105.138.163', '80')
('47.105.138.163', '80')
('47.105.138.163', '80')
('47.105.138.163', '80')
('119.28.203.242', '80')
('119.28.203.242', '80')
('119.28.203.242', '80')
('119.28.203.242', '80')
('119.28.203.242', '80')
('119.28.203.242', '80')
('119.28.203.242', '80')
('119.28.203.242', '80')
('119.28.203.242', '80')
('119.28.203.242', '80')
('119.28.203.242', '80')
('119.28.203.242', '80')
('119.28.203.242', '80')
('119.28.203.242', '80')
('119.28.203.242', '80')
('119.28.203.242', '80')
('119.28.203.242', '80')
('119.28.203.242', '80')
('119.28.203.242', '80')
('119.28.203.242', '80')
('119.28.203.242', '80')
('119.28.203.242', '80')
('119.28.203.242', '80')
('119.28.203.242', '80')
('119.28.203.242', '80')
('119.28.203.242', '80')
('119.28.203.242', '80')
('119.28.203.242', '80')
('119.28.203.242', '80')
('119.28.203.242', '80')
('119.28.203.242', '80')
('119.28.203.242', '80')
('119.28.203.242', '80')
('119.28.203.242', '80')
('119.28.203.242', '80')
('119.28.203.242', '80')
('119.28.203.242', '80')
('119.28.203.242', '80')
('119.28.203.242', '80')
('119.28.203.242', '80')
('119.28.203.242', '80')
('119.28.203.242', '80')
('47.105.136.199', '80')
('47.105.136.199', '80')
('47.105.136.199', '80')
('47.105.136.199', '80')
('47.105.136.199', '80')
('47.105.136.199', '80')
('47.105.136.199', '80')
('47.105.136.199', '80')
('47.105.136.199', '80')
('47.105.136.199', '80')
('47.105.136.199', '80')
('47.105.136.199', '80')
('47.105.136.199', '80')
('47.105.136.199', '80')
('47.105.136.199', '80')
('47.105.136.199', '80')
('47.105.136.199', '80')
('47.105.136.199', '80')
('47.105.136.199', '80')
('47.105.136.199', '80')
('47.105.136.199', '80')
('47.105.136.199', '80')
('47.105.136.199', '80')
('47.105.136.199', '80')
('47.105.136.199', '80')
('47.105.136.199', '80')
('47.105.136.199', '80')
('47.105.136.199', '80')
('47.105.136.199', '80')
('47.105.136.199', '80')
('47.105.136.199', '80')
('47.105.136.199', '80')
('47.105.136.199', '80')
('47.105.136.199', '80')
('47.105.136.199', '80')
('47.105.90.7', '80')
('47.105.90.7', '80')
('47.105.90.7', '80')
('47.105.90.7', '80')
('47.105.90.7', '80')
('47.105.90.7', '80')
('47.105.90.7', '80')
('47.105.90.7', '80')
('47.105.90.7', '80')
('47.105.90.7', '80')
('47.105.90.7', '80')
('47.105.90.7', '80')
('47.105.90.7', '80')
('47.105.90.7', '80')
('47.105.90.7', '80')
('47.105.90.7', '80')
('47.105.90.7', '80')
('47.105.90.7', '80')
('47.105.90.7', '80')
('47.105.90.7', '80')
('47.105.90.7', '80')
('47.105.90.7', '80')
('47.105.90.7', '80')
('47.105.90.7', '80')
('47.105.90.7', '80')
('47.105.90.7', '80')
('47.105.90.7', '80')
('47.105.90.7', '80')
('47.105.90.7', '80')
('47.105.90.7', '80')
('47.105.90.7', '80')
('47.105.90.7', '80')
('47.105.90.7', '80')
('47.105.90.7', '80')
('47.105.90.7', '80')
('218.16.150.102', '80')
('218.16.150.102', '80')
('218.16.150.102', '80')
('101.248.64.74', '80')
('101.248.64.74', '80')
('101.248.64.74', '80')
('101.248.64.74', '80')
('101.248.64.74', '80')
('101.248.64.74', '80')
('101.248.64.74', '80')
('101.248.64.74', '80')
('101.248.64.74', '80')
('101.248.64.74', '80')
('101.248.64.74', '80')
('101.248.64.74', '80')
('101.248.64.74', '80')
('101.248.64.74', '80')
('101.248.64.74', '80')
('101.248.64.74', '80')
('101.248.64.74', '80')
('101.248.64.74', '80')
('101.248.64.74', '80')
